銘柄コード,銘柄名,信用区分,新規売建可能数量(在庫株数量)(株(口)),プレミアム料(1株あたり)
6227,ＡＩメカテック,デイトレ,24900,0.00
6228,ジェイ・イー・ティ,デイトレ,2600,0.90
6229,オーケーエム,デイトレ,2800,1.30
6230,ＳＡＮＥＩ,デイトレ,200,2.81
6231,木村工機,デイトレ,200,10.38
6232,ＡＣＳＬ,デイトレ,68500,0.00
6233,ＫＬＡＳＳ,デイトレ,200,1.30
6235,オプトラン,デイトレ,6400,0.00
6235,オプトラン,長期,120600,
6237,イワキ,デイトレ,300,0.00
6237,イワキ,長期,5800,0.31
6238,フリュー,デイトレ,23900,0.00
6238,フリュー,長期,2900,0.10
6240,ヤマシンフィルタ,デイトレ,18400,0.00
6245,ヒラノテクシード,デイトレ,3100,0.00
6246,テクノスマート,デイトレ,500,0.00
6247,日阪製作所,デイトレ,400,0.00
6247,日阪製作所,長期,29500,0.14
6249,ゲームカードホールディングス,デイトレ,600,1.80
6250,やまびこ,デイトレ,6200,0.00
6250,やまびこ,長期,158600,
6254,野村マイクロ・サイエンス,デイトレ,57800,0.00
6254,野村マイクロ・サイエンス,長期,65100,0.27
6255,エヌ・ピー・シー,デイトレ,30600,0.00
6257,藤商事,デイトレ,4600,0.00
6258,平田機工,デイトレ,6800,0.00
6258,平田機工,長期,3100,
6262,ＰＥＧＡＳＵＳ,デイトレ,3400,1.30
6262,ＰＥＧＡＳＵＳ,長期,3000,0.05
6264,マルマエ,デイトレ,32200,0.00
6265,コンバム,デイトレ,2200,3.90
6266,タツモ,デイトレ,14300,0.00
6266,タツモ,長期,10600,0.28
6268,ナブテスコ,デイトレ,16600,0.00
6268,ナブテスコ,長期,623600,
6269,三井海洋開発,デイトレ,48100,0.00
6269,三井海洋開発,長期,322700,
626A,ｉＦｒｅｅＥＴＦ　ゴールドプラスインカム,デイトレ,150,5.00
6272,レオン自動機,デイトレ,2000,0.00
6272,レオン自動機,長期,39400,
6273,ＳＭＣ,デイトレ,1400,0.00
6273,ＳＭＣ,長期,44200,
6276,シリウスビジョン,デイトレ,1000,0.90
6277,ホソカワミクロン,デイトレ,400,0.00
6277,ホソカワミクロン,長期,27100,
6278,ユニオンツール,デイトレ,4900,0.00
6278,ユニオンツール,長期,65700,
6279,瑞光,デイトレ,6900,0.00
6282,オイレス工業,デイトレ,2300,0.00
6282,オイレス工業,長期,残数量なし,
6284,日精エー・エス・ビー機械,デイトレ,500,0.00
6284,日精エー・エス・ビー機械,長期,35100,
6287,サトー,デイトレ,3300,0.00
6287,サトー,長期,103600,
6289,技研製作所,デイトレ,9400,0.00
6291,日本エアーテック,デイトレ,8300,0.90
6292,カワタ,デイトレ,500,0.90
6294,オカダアイヨン,デイトレ,4800,0.00
6298,ワイエイシイホールディングス,デイトレ,16200,0.00
6301,小松製作所,デイトレ,35000,0.00
6301,小松製作所,長期,134900,0.29
6302,住友重機械工業,デイトレ,4000,0.00
6302,住友重機械工業,長期,613000,
6305,日立建機,デイトレ,1000,0.00
6305,日立建機,長期,11300,
6306,日工,デイトレ,1000,0.00
6306,日工,長期,4600,0.04
6307,サンセイ,デイトレ,600,0.90
6309,巴工業,デイトレ,5400,0.00
6310,井関農機,デイトレ,3200,0.00
6310,井関農機,長期,2500,0.08
6315,ＴＯＷＡ,デイトレ,118400,0.00
6315,ＴＯＷＡ,長期,76800,
6316,丸山製作所,デイトレ,300,2.60
6317,北川鉄工所,デイトレ,1600,0.00
6317,北川鉄工所,長期,28500,0.06
6323,ローツェ,デイトレ,151000,0.00
6323,ローツェ,長期,679900,
6324,ハーモニック・ドライブ・システムズ,デイトレ,22400,0.00
6324,ハーモニック・ドライブ・システムズ,長期,254500,
6325,タカキタ,デイトレ,1600,0.00
6326,クボタ,デイトレ,20300,0.00
6326,クボタ,長期,1168000,
6327,北川精機,デイトレ,22500,4.05
6328,荏原実業,デイトレ,7900,0.00
6328,荏原実業,長期,15600,0.19
6331,三菱化工機,デイトレ,5700,0.00
6331,三菱化工機,長期,102000,0.40
6332,月島ホールディングス,デイトレ,6500,0.00
6332,月島ホールディングス,長期,86000,
6333,ＴＥＩＫＯＫＵ,デイトレ,1700,0.00
6333,ＴＥＩＫＯＫＵ,長期,16700,0.28
6334,明治機械,デイトレ,500,0.90
6335,東京機械製作所,デイトレ,2800,0.90
6336,石井表記,デイトレ,25400,0.90
6337,テセック,デイトレ,2600,3.78
6338,タカトリ,デイトレ,33400,0.90
6339,新東工業,長期,71700,
633A,グローバルＸ　韓国半導体・トップ１０　ＥＴＦ,デイトレ,48,3.00
6340,澁谷工業,デイトレ,900,0.00
6340,澁谷工業,長期,70000,
6343,フリージア・マクロス,デイトレ,7500,0.35
6345,アイチコーポレーション,デイトレ,4100,0.00
6345,アイチコーポレーション,長期,47700,
6349,小森コーポレーション,デイトレ,4900,0.00
6349,小森コーポレーション,長期,165500,
6351,鶴見製作所,デイトレ,300,0.00
6351,鶴見製作所,長期,64800,
6356,日本ギア工業,デイトレ,10500,0.00
6357,三精テクノロジーズ,デイトレ,9100,0.00
6358,酒井重工業,長期,800,0.15
6360,東京自働機械製作所,デイトレ,1000,6.01
6361,荏原製作所,デイトレ,45700,0.00
6361,荏原製作所,長期,516900,
6363,酉島製作所,デイトレ,26000,0.00
6363,酉島製作所,長期,39700,
6364,ＡＩＲＭＡＮ,デイトレ,700,0.00
6364,ＡＩＲＭＡＮ,長期,9600,0.34
6365,電業社機械製作所,デイトレ,300,0.00
6366,千代田化工建設,デイトレ,364700,0.00
6367,ダイキン工業,デイトレ,20100,0.00
6367,ダイキン工業,長期,35500,
6368,オルガノ,デイトレ,5000,0.00
6368,オルガノ,長期,111000,
6369,トーヨーカネツ,デイトレ,15500,0.00
6369,トーヨーカネツ,長期,21700,0.20
6370,栗田工業,デイトレ,5900,0.00
6370,栗田工業,長期,347400,
6371,椿本チエイン,デイトレ,700,0.00
6371,椿本チエイン,長期,524700,
6376,日機装,デイトレ,16300,0.00
6376,日機装,長期,154800,
6378,木村化工機,デイトレ,23800,0.00
6379,レイズネクスト,デイトレ,4900,0.00
6379,レイズネクスト,長期,残数量なし,0.16
6380,オリエンタルチエン工業,デイトレ,5100,2.70
6381,アネスト岩田,デイトレ,2100,0.00
6381,アネスト岩田,長期,86100,
6382,トリニティ工業,デイトレ,800,1.10
6383,ダイフク,デイトレ,11000,0.00
6383,ダイフク,長期,475000,
6384,昭和真空,デイトレ,200,1.10
6387,サムコ,デイトレ,3900,8.10
6390,加藤製作所,デイトレ,11500,0.00
6391,加地テック,デイトレ,1200,4.40
6392,ヤマダコーポレーション,デイトレ,500,0.00
6393,油研工業,デイトレ,400,0.00
6395,タダノ,デイトレ,8700,0.00
6395,タダノ,長期,594900,
6400,不二精機,デイトレ,8100,0.00
6402,兼松エンジニアリング,デイトレ,300,0.90
6405,鈴茂器工,デイトレ,2500,0.90
6407,ＣＫＤ,デイトレ,4300,0.00
6407,ＣＫＤ,長期,380000,
6412,平和,デイトレ,18800,0.00
6412,平和,長期,132400,
6413,理想科学工業,デイトレ,291100,0.00
6413,理想科学工業,長期,47400,0.09
6417,三共,デイトレ,25100,0.00
6417,三共,長期,672600,
6418,日本金銭機械,デイトレ,3800,0.00
6418,日本金銭機械,長期,3200,0.08
6419,マースグループホールディングス,デイトレ,9900,0.00
6419,マースグループホールディングス,長期,10100,0.26
6420,ガリレイホールディングス,デイトレ,300,0.00
6420,ガリレイホールディングス,長期,234600,0.28
6424,高見沢サイバネティックス,デイトレ,900,1.30
6425,ユニバーサルエンターテインメント,デイトレ,20700,0.00
6428,オーイズミ,デイトレ,2900,0.00
6430,ダイコク電機,デイトレ,3400,0.00
6432,竹内製作所,デイトレ,54900,0.00
6432,竹内製作所,長期,178800,
6433,ヒーハイスト,デイトレ,16300,0.90
6436,アマノ,デイトレ,3200,0.00
6436,アマノ,長期,347800,
6440,ＪＵＫＩ,デイトレ,13900,0.00
6444,サンデン,デイトレ,31000,0.00
6445,ジャノメ,デイトレ,3100,0.00
6445,ジャノメ,長期,2200,0.08
6448,ブラザー工業,デイトレ,1400,0.00
6448,ブラザー工業,長期,836400,
6454,マックス,デイトレ,32600,0.00
6454,マックス,長期,457600,
6455,モリタホールディングス,デイトレ,100,0.00
6455,モリタホールディングス,長期,138100,
6457,グローリー,デイトレ,700,0.00
6457,グローリー,長期,255200,
6458,新晃工業,デイトレ,39700,0.00
6458,新晃工業,長期,119200,
6459,だいわ,デイトレ,700,0.00
6459,だいわ,長期,71400,
6460,セガサミーホールディングス,デイトレ,4200,0.00
6460,セガサミーホールディングス,長期,1137800,
6463,ＴＰＲ,デイトレ,1800,0.00
6463,ＴＰＲ,長期,171200,
6464,ツバキ・ナカシマ,デイトレ,13600,0.00
6465,ホシザキ,デイトレ,1800,0.00
6465,ホシザキ,長期,605800,
6466,ＴＶＥ,デイトレ,1900,4.97
6467,ニチダイ,デイトレ,2500,1.30
6469,放電精密加工研究所,デイトレ,16700,1.80
6470,大豊工業,デイトレ,600,0.00
6471,日本精工,デイトレ,55600,0.00
6471,日本精工,長期,2809800,
6472,ＮＴＮ,デイトレ,77100,0.00
6472,ＮＴＮ,長期,3100100,
6473,ジェイテクト,デイトレ,12600,0.00
6473,ジェイテクト,長期,21500,
6474,不二越,デイトレ,1700,0.00
6474,不二越,長期,62800,
6479,ミネベアミツミ,デイトレ,53800,0.00
6479,ミネベアミツミ,長期,48000,
6480,日本トムソン,デイトレ,33000,0.00
6480,日本トムソン,長期,217000,
6481,ＴＨＫ,デイトレ,45900,0.00
6481,ＴＨＫ,長期,449500,
6482,ＹＵＳＨＩＮ,デイトレ,7700,0.00
6484,ＫＶＫ,デイトレ,500,2.20
6485,前澤給装工業,デイトレ,1800,0.00
6485,前澤給装工業,長期,21200,0.13
6488,ヨシタケ,デイトレ,6800,0.90
6490,ＰＩＬＬＡＲ,デイトレ,700,0.00
6490,ＰＩＬＬＡＲ,長期,59100,
6493,ＮＩＴＴＡＮ,デイトレ,30300,0.90
6494,ＮＦＫホールディングス,デイトレ,122200,0.16
6496,中北製作所,デイトレ,4500,7.06
6497,ハマイ,デイトレ,800,1.63
6498,キッツ,デイトレ,10900,0.00
6498,キッツ,長期,422600,
6501,日立製作所,デイトレ,173300,0.00
6501,日立製作所,長期,698400,
6503,三菱電機,デイトレ,240700,0.00
6503,三菱電機,長期,292800,
6504,富士電機,デイトレ,12200,0.00
6504,富士電機,長期,253600,
6505,東洋電機製造,デイトレ,1800,0.00
6506,安川電機,デイトレ,226300,0.00
6506,安川電機,長期,587100,
6507,シンフォニア　テクノロジー,デイトレ,5400,0.00
6507,シンフォニア　テクノロジー,長期,195400,
6508,明電舎,デイトレ,3400,0.00
6508,明電舎,長期,361000,
6513,オリジン,デイトレ,1000,0.90
6516,山洋電気,デイトレ,5700,0.00
6516,山洋電気,長期,99700,
6517,デンヨー,デイトレ,1000,0.00
6517,デンヨー,長期,21700,
6518,三相電機,デイトレ,2400,0.90
6521,オキサイド,デイトレ,14700,4.05
6523,ＰＨＣホールディングス,デイトレ,7500,1.63
6523,ＰＨＣホールディングス,長期,99900,
6524,湖北工業,デイトレ,6000,0.00
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,デイトレ,92200,0.00
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,長期,21800,
6526,ソシオネクスト,デイトレ,172600,0.00
6526,ソシオネクスト,長期,934100,
6532,ベイカレント,デイトレ,6900,0.00
6532,ベイカレント,長期,504500,
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,デイトレ,900,0.90
6535,アイモバイル,デイトレ,9800,0.00
6537,ＷＡＳＨハウス,デイトレ,4800,0.00
6538,ディスラプターズ,デイトレ,2100,0.00
6540,船場,デイトレ,1300,0.00
6543,日宣,デイトレ,300,1.30
6544,ジャパンエレベーターサービスホールディングス,デイトレ,15500,0.00
6544,ジャパンエレベーターサービスホールディングス,長期,1837900,
6545,インターネットインフィニティー,デイトレ,5900,0.00
6546,フルテック,デイトレ,200,0.00
6547,グリーンズ,デイトレ,24100,0.00
6548,旅工房,デイトレ,6200,1.27
6549,ディーエムソリューションズ,デイトレ,3300,0.90
6551,ツナググループ・ホールディングス,デイトレ,2900,0.00
6552,ＧａｍｅＷｉｔｈ,デイトレ,11900,0.90
6554,エスユーエス,デイトレ,3800,0.90
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,デイトレ,600,1.30
6560,エル・ティー・エス,デイトレ,1200,0.00
6560,エル・ティー・エス,長期,200,0.10
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,デイトレ,5100,0.90
6562,ジーニー,デイトレ,6500,0.00
6563,みらいワークス,デイトレ,3600,0.00
6564,ミダックホールディングス,デイトレ,残数量なし,1.30
6565,ＡＢホテル,デイトレ,6200,0.24
6566,要興業,デイトレ,800,0.00
6568,神戸天然物化学,デイトレ,2600,1.10
6571,キュービーネットホールディングス,デイトレ,1400,1.64
6572,オープングループ,長期,3000,0.02
6573,ＣＲＡＶＩＡ,デイトレ,97900,0.27
6574,コンヴァノ,デイトレ,222100,1.12
6578,コレックホールディングス,デイトレ,2200,1.30
6579,ログリー,デイトレ,1100,0.90
6580,ライトアップ,デイトレ,4400,0.00
6586,マキタ,デイトレ,2400,0.00
6586,マキタ,長期,31900,
6588,東芝テック,デイトレ,1300,0.00
6588,東芝テック,長期,125000,
6590,芝浦メカトロニクス,デイトレ,30400,0.00
6592,マブチモーター,デイトレ,2400,0.00
6592,マブチモーター,長期,907500,
6597,ＨＰＣシステムズ,デイトレ,6000,2.70
6599,エブレン,デイトレ,2800,3.30
6612,バルミューダ,デイトレ,5700,0.00
6614,シキノハイテック,デイトレ,4300,0.00
6615,ユー・エム・シー・エレクトロニクス,デイトレ,3600,0.00
6616,トレックス・セミコンダクター,デイトレ,18200,2.04
6616,トレックス・セミコンダクター,長期,1100,0.08
6617,東光高岳,デイトレ,2700,0.00
6617,東光高岳,長期,36600,0.26
6619,ダブル・スコープ,デイトレ,108200,0.00
6620,宮越ホールディングス,デイトレ,27900,0.00
6622,ダイヘン,デイトレ,2200,0.00
6622,ダイヘン,長期,111100,
6623,愛知電機,デイトレ,300,0.45
6625,ＪＡＬＣＯホールディングス,デイトレ,194800,0.00
6626,ＳＥＭＩＴＥＣ,デイトレ,400,2.60
6627,テラプローブ,デイトレ,2600,10.08
6629,テクノホライゾン,デイトレ,16900,0.00
6630,ヤーマン,デイトレ,7400,0.00
6632,ＪＶＣケンウッド,デイトレ,14400,0.00
6632,ＪＶＣケンウッド,長期,1026300,
6633,ＣＧＳホールディングス,デイトレ,2900,0.00
6634,ＪＮグループ,デイトレ,27600,0.38
6635,大日光・エンジニアリング,デイトレ,3000,0.00
6637,寺崎電気産業,デイトレ,3800,4.53
6638,ミマキエンジニアリング,デイトレ,1500,0.00
6638,ミマキエンジニアリング,長期,14900,0.16
6643,戸上電機製作所,デイトレ,400,0.00
6644,大崎電気工業,デイトレ,8600,0.00
6644,大崎電気工業,長期,67800,0.14
6645,オムロン,デイトレ,12700,0.00
6645,オムロン,長期,22500,
6647,森尾電機,デイトレ,200,0.00
6648,かわでん,デイトレ,2300,1.10
6651,日東工業,デイトレ,600,0.00
6651,日東工業,長期,96600,
6652,ＩＤＥＣ,デイトレ,2100,0.00
6652,ＩＤＥＣ,長期,90200,
6653,正興電機製作所,デイトレ,50400,0.00
6654,不二電機工業,デイトレ,1500,0.00
6655,東洋電機,デイトレ,500,0.00
6656,インスペック,デイトレ,3700,0.00
6658,シライ電子工業,デイトレ,3700,0.90
6659,メディアリンクス,デイトレ,69700,0.00
6662,ユビテック,デイトレ,2100,0.90
6663,太洋テクノレックス,デイトレ,3600,0.90
6664,オプトエレクトロニクス,デイトレ,9700,0.00
6666,リバーエレテック,デイトレ,12500,0.75
6668,アドテック　プラズマ　テクノロジー,デイトレ,3900,3.78
6674,ジーエス・ユアサ　コーポレーション,デイトレ,25400,0.00
6674,ジーエス・ユアサ　コーポレーション,長期,542000,
6675,サクサ,デイトレ,900,0.00
6676,バッファロー,デイトレ,1400,0.00
6677,エスケーエレクトロニクス,デイトレ,3200,4.95
