銘柄名,銘柄コード,市場,弁済期限(いちにち),弁済期限(14日),弁済期限(無期限),売建可能数量[株],優待権利付き最終日,株主優待,特別空売り料[円],現在値[円],前日比[円],当日株価変動率[％],日中出来高増減率[％],ティック数,出来高[株],直近高値騰落率[％],貸借区分,逆日歩[円]
"平山ホールディングス","7781","東証","○","-","-","1,700","-","無","0.60","830","-5","-1.19 %","-","283","82,000","-7.26 %","信用","0.00"
"ファンドクリエーションＧＰ","3266","東証","○","-","-","0","-","無","0.10","82","0","-1.20 %","-","7","10,100","-1.20 %","信用","0.00"
"アサヒペン","4623","東証","○","-","-","0","-","無","1.00","1,725","9","-1.20 %","-","15","4,700","-1.20 %","貸借","0.00"
"コロナ","5909","東証","○","-","○","5,800","03/29","有","0.10","986","-15","-1.20 %","-","30","6,500","-2.85 %","信用","0.00"
"モロゾフ","2217","東証","○","-","○","0","07/29","有","0.00","1,549","-3","-1.21 %","-","132","35,100","-1.65 %","貸借","0.10"
"カルビー","2229","東証","○","-","-","4,300","09/28","有","0.00","2,972.5","-9.5","-1.21 %","-","1,494","398,000","-2.18 %","貸借","0.15"
"コスモス薬品","3349","東証","○","-","○","23,600","-","無","0.00","6,421","55","-1.21 %","-","2,467","488,500","-3.21 %","貸借","0.00"
"ｅＢＡＳＥ","3835","東証","○","-","○","23,500","-","無","0.00","407","-4","-1.21 %","-","116","75,300","-1.92 %","貸借","0.00"
"テイカ","4027","東証","○","-","○","18,100","-","無","0.00","2,362","-2","-1.21 %","-","292","54,100","-1.99 %","貸借","0.00"
"ＮＮＨＳＩベアＥＴＮ","2032","東証","○","-","-","0","-","無","4.00","6,718","-115","-1.22 %","-","7","53","-2.86 %","信用","0.00"
"ディーブイエックス","3079","東証","○","-","-","0","-","無","0.00","968","-12","-1.22 %","-","17","3,400","-1.82 %","貸借","0.00"
"オーミケンシ","3111","東証","○","-","-","0","-","無","0.10","161","-1","-1.22 %","-","23","15,800","-2.42 %","信用","0.00"
"インターネットイニシアティブ","3774","東証","○","-","○","14,500","-","無","0.00","3,309.0","-2.0","-1.22 %","-","1,690","473,800","-2.04 %","貸借","0.00"
"ＴＢＫ","7277","東証","○","-","-","300","09/28","有","0.00","322","0","-1.22 %","-","47","29,700","-1.52 %","貸借","0.05"
"コーナン商事","7516","東証","○","-","-","1,000","08/27","有","0.00","4,025","15","-1.22 %","-","204","66,400","-3.47 %","貸借","0.00"
"ヨネックス","7906","東証","○","-","-","3,300","09/28","有","0.00","2,331","-19","-1.22 %","-","1,077","283,600","-1.68 %","貸借","0.00"
"アマノ","6436","東証","○","-","○","15,800","-","無","0.00","3,683","-28","-1.23 %","-","660","198,300","-1.23 %","貸借","0.00"
"スポーツフィールド","7080","東証","○","-","-","500","-","無","0.30","797","-11","-1.23 %","-","75","17,000","-6.78 %","信用","0.00"
"日産自動車","7201","東証","○","-","○","0","09/28","有","0.00","313.1","1.1","-1.23 %","-","13,165","28,248,500","-1.35 %","貸借","0.00"
"イズミ","8273","東証","○","-","○","28,100","08/27","有","0.00","961","2","-1.23 %","-","518","277,400","-1.83 %","貸借","0.00"
"セイノーホールディングス","9076","東証","○","-","-","3,800","09/28","有","0.00","2,646.5","-3.5","-1.23 %","-","832","261,200","-1.79 %","貸借","0.00"
"上場アジアリート","1495","東証","○","-","-","0","-","無","12.00","11,540","-60","-1.24 %","-","11","63","-1.32 %","貸借","0.00"
"クロスフォー","7810","東証","○","-","-","0","07/29","有","0.20","159","0","-1.24 %","-","52","36,100","-1.85 %","貸借","0.00"
"平和不動産","8803","東証","○","-","-","1,900","09/28","有","0.00","2,375","-6","-1.24 %","-","669","166,500","-1.69 %","貸借","0.00"
"ニッスイ","1332","東証","○","-","○","106,400","03/29","有","0.00","1,293.5","13.5","-1.25 %","-","2,743","1,584,400","-1.29 %","貸借","0.00"
"中村屋","2204","東証","○","-","-","0","09/28","有","0.00","3,150","-40","-1.25 %","-","33","8,100","-1.86 %","貸借","0.05"
"日本高純度化学","4973","東証","○","-","-","1,800","-","無","2.50","5,510","-80","-1.25 %","-","327","55,400","-2.99 %","信用","0.00"
"倉元製作所","5216","東証","○","-","-","0","12/28","有","0.50","158","-2","-1.25 %","-","196","229,000","-3.06 %","信用","0.00"
"住友商事","8053","東証","○","-","○","1,367,800","-","無","0.00","1,575.0","-9.0","-1.25 %","-","11,435","9,399,700","-3.16 %","貸借","0.00"
"名古屋銀行","8522","東証","○","-","-","1,800","09/28","有","0.00","6,300","-10","-1.25 %","-","468","146,600","-1.71 %","貸借","0.00"
"セブン＆アイ・ＨＬＤＧＳ","3382","東証","○","-","○","78,200","02/24","有","0.00","2,024.0","24.0","-1.26 %","-","9,051","5,696,900","-1.36 %","貸借","0.10"
"アイスタイル","3660","東証","○","-","○","61,600","06/28","有","0.00","390","0","-1.26 %","-","706","850,400","-2.50 %","貸借","0.00"
"じげん","3679","東証","○","-","○","0","09/28","有","0.00","391","-3","-1.26 %","-","226","159,400","-1.51 %","貸借","0.00"
"リックス","7525","東証","○","-","○","6,200","03/29","有","0.00","3,500","-15","-1.26 %","-","68","15,200","-2.09 %","貸借","0.00"
"三井物産","8031","東証","○","-","○","265,500","-","無","0.00","4,600","49","-1.26 %","-","12,863","6,593,600","-2.35 %","貸借","0.00"
"旭有機材","4216","東証","○","-","○","4,400","-","無","0.00","6,990","-110","-1.27 %","-","270","77,000","-5.28 %","貸借","0.15"
"タマホーム","1419","東証","○","-","-","1,700","11/26","有","6.50","2,912","-3","-1.28 %","-","461","111,900","-2.86 %","貸借","0.15"
"ダイコー通産","7673","東証","○","-","-","100","-","無","0.60","1,614","13","-1.28 %","-","11","4,700","-1.28 %","信用","0.00"
"カイオム・バイオサイエンス","4583","東証","○","-","-","16,600","-","無","0.10","76","0","-1.29 %","-","221","496,400","-3.79 %","信用","0.00"
"インソース","6200","東証","○","-","○","53,700","-","無","0.00","610","-2","-1.29 %","-","585","374,700","-1.61 %","貸借","0.00"
"シリウスビジョン","6276","東証","○","-","-","1,200","-","無","0.30","306","-4","-1.29 %","-","92","31,000","-5.84 %","信用","0.00"
"ミライト・ワン","1417","東証","○","-","-","2,400","09/28","有","0.00","3,849","-28","-1.30 %","-","892","197,700","-1.63 %","貸借","0.00"
"ケンコーマヨネーズ","2915","東証","○","-","○","6,900","03/29","有","0.00","1,960","-3","-1.30 %","-","155","29,500","-2.39 %","貸借","0.00"
"ＬＩＮＥヤフー","4689","東証","○","-","○","643,800","-","無","0.00","438.2","2.2","-1.30 %","-","11,230","15,362,300","-2.16 %","貸借","0.00"
"学究社","9769","東証","○","-","-","200","09/28","有","0.10","2,502","-18","-1.30 %","-","61","9,000","-1.80 %","信用","0.00"
"昭和産業","2004","東証","○","-","○","9,900","03/29","有","0.00","3,375","-30","-1.31 %","-","177","41,000","-1.88 %","貸借","0.00"
"アルフレッサホールディングス","2784","東証","○","-","○","3,600","-","無","0.00","2,178.0","10.5","-1.31 %","-","1,302","450,400","-1.31 %","貸借","0.05"
"コロワイド","7616","東証","○","-","○","0","09/28","有","0.00","1,835.5","-1.5","-1.31 %","-","713","234,500","-1.31 %","貸借","0.05"
"三井不動産","8801","東証","○","-","-","111,500","09/28","有","0.00","1,540.0","28.0","-1.31 %","-","8,586","9,168,000","-1.72 %","貸借","0.00"
"テレビ東京ＨＤ","9413","東証","○","-","○","0","09/28","有","0.00","3,745","20","-1.31 %","-","345","88,100","-2.47 %","貸借","0.00"
"アドウェイズ","2489","東証","○","-","○","6,600","12/28","有","0.00","297","-3","-1.32 %","-","221","111,200","-2.62 %","貸借","0.00"
"アオイ電子","6832","東証","○","-","-","700","-","無","0.20","2,606","-61","-1.32 %","-","226","33,100","-7.55 %","信用","0.00"
"メイテックグループホールデ","9744","東証","○","-","○","44,000","-","無","0.00","3,139.0","20.0","-1.32 %","-","659","251,600","-1.32 %","貸借","0.00"
"ニューラルグループ","4056","東証","○","-","-","1,000","-","無","0.30","221","-3","-1.33 %","-","100","39,300","-1.33 %","信用","0.00"
"昭和化学工業","4990","東証","○","-","-","200","09/28","有","0.60","516","-14","-1.33 %","-","26","5,900","-4.26 %","信用","0.00"
"大林組","1802","東証","○","-","○","56,700","-","無","0.00","3,305.0","31.0","-1.34 %","-","4,564","1,922,000","-1.34 %","貸借","0.00"
"ダイナミックマッププラット","336A","東証","○","-","-","7,700","-","無","1.30","877","-27","-1.34 %","-","1,117","270,300","-4.98 %","信用","0.00"
"リゾートトラスト","4681","東証","○","-","-","5,200","09/28","有","0.00","1,761.0","5.0","-1.34 %","-","1,197","434,100","-2.13 %","貸借","0.00"
"スタンレー電気","6923","東証","○","-","○","2,900","-","無","0.00","3,603.0","-11.0","-1.34 %","-","1,536","467,800","-1.90 %","貸借","0.00"
"東京都競馬","9672","東証","○","-","-","1,200","12/28","有","0.00","4,780","-10","-1.34 %","-","227","70,200","-1.64 %","貸借","0.00"
"雪印メグミルク","2270","東証","○","-","○","5,000","-","無","0.00","3,640","-30","-1.35 %","-","309","162,700","-2.28 %","貸借","0.10"
"ＧＭＯグローバルサインＨＤ","3788","東証","○","-","-","400","07/29","有","0.00","2,042","-18","-1.35 %","-","160","33,300","-2.80 %","貸借","0.00"
"協和キリン","4151","東証","○","-","○","14,400","-","無","0.00","2,663.5","32.5","-1.35 %","-","3,682","1,070,300","-1.35 %","貸借","0.00"
"トランザクション","7818","東証","○","-","○","19,400","08/27","有","0.00","1,381","-10","-1.35 %","-","221","63,600","-2.26 %","貸借","0.10"
"住友不動産","8830","東証","○","-","○","26,700","-","無","0.00","3,847","118","-1.35 %","-","6,571","3,332,300","-1.93 %","貸借","0.00"
"ＳＥホール＆インキュベ","9478","東証","○","-","-","500","-","無","0.20","511","-13","-1.35 %","-","20","17,100","-3.21 %","信用","0.00"
"図研","6947","東証","○","-","○","0","09/28","有","0.00","4,710","-5","-1.36 %","-","208","44,400","-1.77 %","貸借","0.10"
"ゼンショーホールディングス","7550","東証","○","-","○","0","09/28","有","0.00","8,232","-25","-1.36 %","-","1,621","417,100","-2.11 %","貸借","0.00"
"トランス・コスモス","9715","東証","○","-","○","2,000","-","無","0.00","3,610","15","-1.36 %","-","189","104,500","-1.36 %","貸借","0.00"
"ＳＨＩＮＷＡＷＩＳＥＨＤ","2437","東証","○","-","-","1,700","05/27","有","0.40","501","-7","-1.37 %","-","57","28,000","-8.24 %","信用","0.00"
"ＩＮＣＬＵＳＩＶＥＨＯＬＤＩＮ","7078","東証","○","-","-","0","09/28","有","0.40","359","0","-1.37 %","-","12","3,400","-2.71 %","信用","0.00"
"ナガワ","9663","東証","○","-","-","300","09/28","有","0.00","5,020","-70","-1.37 %","-","107","21,600","-2.33 %","貸借","0.25"
"アスカネット","2438","東証","○","-","-","10,200","04/27","有","0.20","356","-13","-1.38 %","-","804","593,300","-8.95 %","貸借","0.00"
"日清食品ＨＤ","2897","東証","○","-","○","0","09/28","有","0.00","2,852.5","4.5","-1.38 %","-","3,125","964,500","-2.56 %","貸借","0.00"
"飯田ＧＨＤ","3291","東証","○","-","○","36,600","03/29","有","0.00","2,178.0","12.0","-1.38 %","-","1,326","456,300","-1.42 %","貸借","0.00"
"オークネット","3964","東証","○","-","○","11,000","12/28","有","0.00","1,355","-8","-1.38 %","-","459","130,700","-2.23 %","貸借","0.05"
"毎日コムネット","8908","東証","○","-","-","0","05/27","有","0.00","852","-6","-1.38 %","-","38","8,800","-1.73 %","貸借","0.00"
"アークランズ","9842","東証","○","-","○","44,000","08/27","有","0.00","1,916","3","-1.38 %","-","342","143,900","-1.38 %","貸借","0.00"
"アサヒグループホールディン","2502","東証","○","-","○","339,400","-","無","0.00","1,553.0","9.0","-1.39 %","-","6,050","5,292,200","-2.08 %","貸借","0.00"
"まんだらけ","2652","東証","○","-","-","0","09/28","有","0.00","424","-1","-1.39 %","-","189","94,000","-4.28 %","貸借","0.00"
"ＧＸ自動ＥＶ","2867","東証","○","-","-","39","-","無","2.00","1,908","-32","-1.39 %","-","94","1,860","-4.64 %","貸借","0.00"
"東邦アセチレン","4093","東証","○","-","-","300","-","無","0.20","424","-2","-1.39 %","-","35","6,500","-2.07 %","信用","0.00"
"アズワン","7476","東証","○","-","-","1,800","09/28","有","0.00","2,331.0","-1.5","-1.39 %","-","705","181,400","-1.41 %","貸借","0.05"
"焼肉坂井ホールディンク","2694","東証","○","-","-","0","09/28","有","0.20","70","0","-1.40 %","-","24","454,900","-1.40 %","貸借","0.00"
"花王","4452","東証","○","-","○","168,000","-","無","0.00","3,289.0","22.0","-1.40 %","-","4,231","2,940,600","-2.08 %","貸借","0.10"
"西川計測","7500","東証","○","-","-","500","-","無","8.20","9,860","0","-1.40 %","-","8","800","-6.09 %","信用","0.00"
"セコム","9735","東証","○","-","-","4,100","09/28","有","0.00","6,573","76","-1.40 %","-","4,952","1,290,300","-1.82 %","貸借","0.00"
"ＩＦナス１００Ｗベア","2870","東証","○","-","-","307","-","無","0.00","7,576","41","-1.41 %","-","183","13,623","-2.34 %","貸借","0.00"
"共和コーポレーション","6570","東証","○","-","-","0","09/28","有","1.60","1,882","-17","-1.41 %","-","26","3,600","-2.48 %","貸借","0.00"
"ＳＵＢＡＲＵ","7270","東証","○","-","○","158,600","-","無","0.00","2,515.5","14.0","-1.41 %","-","6,930","2,899,900","-1.81 %","貸借","0.00"
"ソフトバンク","9434","東証","○","-","○","0","09/28","有","0.00","209.1","-1.0","-1.41 %","-","7,495","74,595,100","-1.60 %","貸借","0.00"
"ＧＭＯフィナンシャルゲート","4051","東証","○","-","○","0","09/28","有","1.00","6,900","-120","-1.42 %","-","158","33,900","-2.67 %","信用","0.00"
"アステラス製薬","4503","東証","○","-","○","141,900","-","無","0.00","2,152.0","12.5","-1.42 %","-","8,372","5,173,500","-1.78 %","貸借","0.00"
"ＰＨＣホールディングス","6523","東証","○","-","○","35,100","-","無","0.10","1,035","0","-1.42 %","-","587","268,500","-2.26 %","信用","0.00"
"宮越ホールディングス","6620","東証","○","-","-","0","-","無","0.00","829","38","-1.42 %","-","948","275,300","-8.59 %","貸借","0.05"
"桜島埠頭","9353","東証","○","-","-","0","-","無","2.60","2,760","-39","-1.42 %","-","11","1,600","-1.42 %","信用","0.00"
"インテグループ","192A","東証","○","-","-","400","-","無","0.70","1,239","-44","-1.43 %","-","42","7,100","-14.55 %","信用","0.00"
"サツドラホールディングス","3544","東証","○","-","-","2,600","-","無","0.00","1,237","-20","-1.43 %","-","642","259,500","-4.62 %","貸借","0.00"
"ファイバーゲート","9450","東証","○","-","○","3,100","-","無","0.00","754","-11","-1.43 %","-","157","35,900","-2.70 %","貸借","0.00"
"ＴＥＮＴＩＡＬ","325A","東証","○","-","-","1,800","08/27","有","2.10","1,350","-17","-1.45 %","-","742","230,500","-6.89 %","貸借","0.00"
"セントラルスポーツ","4801","東証","○","-","○","0","09/28","有","0.30","2,374","-20","-1.45 %","-","70","36,400","-1.65 %","信用","0.00"
"クリングルファーマ","4884","東証","○","-","-","4,800","-","無","0.20","339","-3","-1.45 %","-","595","238,700","-4.50 %","信用","0.00"
"ＧＭＯインターネット","4784","東証","○","-","-","18,600","07/29","有","1.20","471","5","-1.46 %","-","974","921,500","-2.48 %","信用","0.00"
"オンコリスバイオファーマ","4588","東証","○","-","-","0","-","無","8.40","2,680","-41","-1.47 %","-","3,028","772,500","-9.55 %","信用","0.00"
"ＡＲアドバンストテクノロジ","5578","東証","○","-","-","700","02/24","有","0.40","935","-6","-1.47 %","-","158","35,600","-1.47 %","信用","0.00"
"スギホールディングス","7649","東証","○","-","○","9,000","02/24","有","0.00","3,149.0","23.0","-1.47 %","-","1,445","410,000","-1.50 %","貸借","0.00"
"宮地エンジニアリングＧ","3431","東証","○","-","-","1,000","-","無","0.00","1,531","-2","-1.48 %","-","328","98,700","-1.48 %","貸借","0.05"
"Ａｒｅｎｔ","5254","東証","○","-","-","400","-","無","9.00","3,980","10","-1.48 %","-","116","19,200","-2.68 %","信用","0.00"
"コーユーレンティア","7081","東証","○","-","-","200","12/28","有","0.40","1,329","-12","-1.48 %","-","30","9,000","-1.48 %","信用","0.00"
"ファンコミュニケーションズ","2461","東証","○","-","○","14,200","-","無","0.00","396","-4","-1.49 %","-","291","136,700","-2.70 %","貸借","0.00"
"ゴ－ルドウイン","8111","東証","○","-","○","0","09/28","有","0.00","2,237.5","11.0","-1.49 %","-","1,191","356,100","-1.60 %","貸借","0.00"
